"citizen_id","event_type","event_time"
"2920","Fine Issued","9/30/2016 3:26:40 AM"
"2921","Payment Attempted","9/7/2019 9:26:40 AM"
"2922","Accident Logged","7/13/2017 3:26:40 AM"
"2923","Investigation Opened","1/4/2024 10:26:40 AM"
"2924","Court Hearing","10/19/2020 6:26:40 AM"
"2925","Resolution Closed","1/8/2017 5:26:40 PM"
"2926","Citizen Birth","7/13/2021 12:26:40 PM"
"2927","NIDA Issued","2/23/2019 10:26:40 PM"
"2928","License Issued","9/15/2019 9:26:40 PM"
"2929","Vehicle Purchase","4/9/2023 6:26:40 AM"
"2930","Insurance Activated","1/17/2025 7:26:40 PM"
"2931","Fine Issued","1/15/2025 8:26:40 PM"
"2932","Payment Attempted","1/19/2020 6:26:40 AM"
"2933","Accident Logged","8/18/2016 7:26:40 PM"
"2934","Investigation Opened","6/25/2020 1:26:40 PM"
"2935","Court Hearing","10/9/2020 2:26:40 AM"
"2936","Resolution Closed","10/9/2018 4:26:40 AM"
"2937","Citizen Birth","6/20/2025 9:26:40 PM"
"2938","NIDA Issued","3/13/2023 7:26:40 PM"
"2939","License Issued","1/5/2026 8:26:40 AM"
"2940","Vehicle Purchase","8/7/2024 10:26:40 AM"
"2941","Insurance Activated","5/13/2024 6:26:40 PM"
"2942","Fine Issued","2/18/2024 4:26:40 PM"
"2943","Payment Attempted","2/8/2018 8:26:40 AM"
"2944","Accident Logged","6/1/2022 7:26:40 PM"
"2945","Investigation Opened","5/20/2017 5:26:40 AM"
"2946","Court Hearing","3/27/2017 8:26:40 PM"
"2947","Resolution Closed","1/29/2018 11:26:40 PM"
"2948","Citizen Birth","9/14/2025 5:26:40 AM"
"2949","NIDA Issued","5/30/2023 1:26:40 PM"
"2950","License Issued","4/27/2024 4:26:40 PM"
"2951","Vehicle Purchase","5/22/2023 2:26:40 PM"
"2952","Insurance Activated","1/29/2021 4:26:40 PM"
"2953","Fine Issued","9/1/2017 1:26:40 AM"
"2954","Payment Attempted","11/22/2018 2:26:40 AM"
"2955","Accident Logged","5/28/2025 5:26:40 AM"
"2956","Investigation Opened","4/17/2022 1:26:40 AM"
"2957","Court Hearing","6/9/2017 4:26:40 AM"
"2958","Resolution Closed","1/13/2023 8:26:40 PM"
"2959","Citizen Birth","7/22/2023 9:26:40 AM"
"2960","NIDA Issued","12/11/2023 9:26:40 AM"
"2961","License Issued","2/3/2025 8:26:40 AM"
"2962","Vehicle Purchase","8/23/2017 10:26:40 PM"
"2963","Insurance Activated","4/11/2023 3:26:40 AM"
"2964","Fine Issued","4/22/2023 4:26:40 PM"
"2965","Payment Attempted","7/18/2022 4:26:40 AM"
"2966","Accident Logged","3/5/2024 2:26:40 AM"
"2967","Investigation Opened","6/5/2018 9:26:40 PM"
"2968","Court Hearing","4/6/2020 10:26:40 PM"
"2969","Resolution Closed","11/15/2025 7:26:40 PM"
"2970","Citizen Birth","8/4/2018 8:26:40 PM"
"2971","NIDA Issued","2/17/2024 5:26:40 AM"
"2972","License Issued","12/13/2021 2:26:40 PM"
"2973","Vehicle Purchase","5/23/2019 5:26:40 PM"
"2974","Insurance Activated","5/2/2020 5:26:40 PM"
"2975","Fine Issued","12/1/2025 7:26:40 PM"
"2976","Payment Attempted","1/20/2018 12:26:40 AM"
"2977","Accident Logged","2/24/2021 3:26:40 AM"
"2978","Investigation Opened","1/9/2021 2:26:40 AM"
"2979","Court Hearing","10/3/2017 6:26:40 AM"
"2980","Resolution Closed","11/8/2022 5:26:40 PM"
"2981","Citizen Birth","6/14/2026 7:26:40 AM"
"2982","NIDA Issued","12/21/2017 10:26:40 AM"
"2983","License Issued","7/25/2017 4:26:40 AM"
"2984","Vehicle Purchase","9/17/2021 11:26:40 PM"
"2985","Insurance Activated","9/30/2020 11:26:40 AM"
"2986","Fine Issued","10/29/2021 2:26:40 PM"
"2987","Payment Attempted","10/25/2024 3:26:40 PM"
"2988","Accident Logged","2/6/2019 9:26:40 AM"
"2989","Investigation Opened","10/17/2020 6:26:40 AM"
"2990","Court Hearing","4/27/2019 4:26:40 PM"
"2991","Resolution Closed","4/13/2020 4:26:40 PM"
"2992","Citizen Birth","3/19/2020 12:26:40 PM"
"2993","NIDA Issued","2/26/2023 11:26:40 AM"
"2994","License Issued","5/22/2019 7:26:40 PM"
"2995","Vehicle Purchase","2/1/2017 12:26:40 AM"
"2996","Insurance Activated","11/2/2020 10:26:40 AM"
"2997","Fine Issued","10/8/2024 5:26:40 AM"
"2998","Payment Attempted","7/4/2021 4:26:40 AM"
"2999","Accident Logged","7/19/2023 8:26:40 PM"
"3000","Investigation Opened","9/13/2017 7:26:40 PM"
"3001","Court Hearing","12/31/2024 4:26:40 AM"
"3002","Resolution Closed","12/6/2025 5:26:40 AM"
"3003","Citizen Birth","10/15/2025 6:26:40 AM"
"3004","NIDA Issued","10/16/2024 2:26:40 PM"
"3005","License Issued","8/12/2021 7:26:40 PM"
"3006","Vehicle Purchase","6/22/2019 2:26:40 PM"
"3007","Insurance Activated","9/3/2022 4:26:40 PM"
"3008","Fine Issued","5/19/2026 1:26:40 AM"
"3009","Payment Attempted","2/28/2022 8:26:40 AM"
"3010","Accident Logged","8/30/2020 8:26:40 AM"
"3011","Investigation Opened","12/25/2021 11:26:40 AM"
"3012","Court Hearing","11/12/2021 3:26:40 AM"
"3013","Resolution Closed","3/22/2023 8:26:40 PM"
"3014","Citizen Birth","10/12/2020 8:26:40 AM"
"3015","NIDA Issued","2/5/2024 7:26:40 PM"
"3016","License Issued","8/24/2019 7:26:40 AM"
"3017","Vehicle Purchase","4/20/2024 4:26:40 AM"
"3018","Insurance Activated","3/4/2021 10:26:40 PM"
"3019","Fine Issued","4/23/2020 9:26:40 PM"
"3020","Payment Attempted","10/3/2018 3:26:40 AM"
"3021","Accident Logged","5/19/2019 10:26:40 AM"
"3022","Investigation Opened","9/17/2025 11:26:40 PM"
"3023","Court Hearing","2/23/2020 1:26:40 PM"
"3024","Resolution Closed","10/30/2020 9:26:40 PM"
"3025","Citizen Birth","2/27/2025 4:26:40 AM"
"3026","NIDA Issued","3/22/2019 1:26:40 AM"
"3027","License Issued","2/4/2017 11:26:40 AM"
"3028","Vehicle Purchase","8/25/2025 3:26:40 AM"
"3029","Insurance Activated","2/22/2019 1:26:40 PM"
"3030","Fine Issued","4/3/2018 7:26:40 PM"
"3031","Payment Attempted","5/5/2021 5:26:40 AM"
"3032","Accident Logged","1/22/2021 10:26:40 AM"
"3033","Investigation Opened","10/22/2017 5:26:40 PM"
"3034","Court Hearing","1/25/2021 3:26:40 AM"
"3035","Resolution Closed","2/12/2025 6:26:40 PM"
"3036","Citizen Birth","7/8/2019 9:26:40 AM"
"3037","NIDA Issued","4/17/2024 12:26:40 AM"
"3038","License Issued","8/15/2023 8:26:40 PM"
"3039","Vehicle Purchase","4/16/2018 6:26:40 AM"
"3040","Insurance Activated","8/8/2020 8:26:40 PM"
"3041","Fine Issued","2/12/2017 7:26:40 AM"
"3042","Payment Attempted","9/27/2017 7:26:40 AM"
"3043","Accident Logged","2/15/2018 11:26:40 PM"
"3044","Investigation Opened","7/24/2025 12:26:40 AM"
"3045","Court Hearing","8/25/2025 2:26:40 AM"
"3046","Resolution Closed","10/1/2019 1:26:40 PM"
"3047","Citizen Birth","2/8/2020 3:26:40 AM"
"3048","NIDA Issued","4/25/2019 7:26:40 PM"
"3049","License Issued","10/13/2022 5:26:40 AM"
"3050","Vehicle Purchase","6/11/2021 9:26:40 AM"
"3051","Insurance Activated","1/10/2024 12:26:40 AM"
"3052","Fine Issued","12/20/2022 8:26:40 PM"
"3053","Payment Attempted","10/12/2021 2:26:40 PM"
"3054","Accident Logged","10/27/2025 6:26:40 PM"
"3055","Investigation Opened","9/9/2020 7:26:40 PM"
"3056","Court Hearing","5/2/2022 5:26:40 PM"
"3057","Resolution Closed","3/14/2024 1:26:40 AM"
"3058","Citizen Birth","5/8/2020 10:26:40 PM"
"3059","NIDA Issued","10/13/2023 9:26:40 PM"
"3060","License Issued","10/5/2025 9:26:40 PM"
"3061","Vehicle Purchase","11/15/2020 4:26:40 AM"
"3062","Insurance Activated","5/3/2025 12:26:40 PM"
"3063","Fine Issued","5/11/2017 11:26:40 AM"
"3064","Payment Attempted","4/27/2023 8:26:40 AM"
"3065","Accident Logged","4/24/2020 3:26:40 PM"
"3066","Investigation Opened","12/21/2024 5:26:40 PM"
"3067","Court Hearing","10/13/2020 6:26:40 PM"
"3068","Resolution Closed","9/21/2023 7:26:40 PM"
"3069","Citizen Birth","5/4/2019 12:26:40 AM"
"3070","NIDA Issued","8/22/2020 7:26:40 AM"
"3071","License Issued","4/23/2023 9:26:40 PM"
"3072","Vehicle Purchase","11/30/2018 8:26:40 PM"
"3073","Insurance Activated","11/4/2017 8:26:40 AM"
"3074","Fine Issued","12/5/2020 12:26:40 AM"
"3075","Payment Attempted","7/21/2020 2:26:40 AM"
"3076","Accident Logged","9/10/2023 11:26:40 AM"
"3077","Investigation Opened","9/5/2025 8:26:40 AM"
"3078","Court Hearing","6/16/2022 7:26:40 AM"
"3079","Resolution Closed","2/11/2024 8:26:40 PM"
"3080","Citizen Birth","4/24/2020 7:26:40 PM"
"3081","NIDA Issued","2/4/2022 7:26:40 AM"
"3082","License Issued","10/11/2016 12:26:40 PM"
"3083","Vehicle Purchase","7/13/2022 2:26:40 PM"
"3084","Insurance Activated","9/29/2025 6:26:40 PM"
"3085","Fine Issued","5/25/2026 8:26:40 AM"
"3086","Payment Attempted","4/27/2019 10:26:40 AM"
"3087","Accident Logged","8/15/2017 8:26:40 AM"
"3088","Investigation Opened","12/21/2024 7:26:40 AM"
"3089","Court Hearing","2/28/2022 6:26:40 PM"
"3090","Resolution Closed","9/22/2016 11:26:40 AM"
"3091","Citizen Birth","1/28/2023 9:26:40 AM"
"3092","NIDA Issued","6/16/2022 12:26:40 AM"
"3093","License Issued","1/26/2022 2:26:40 AM"
"3094","Vehicle Purchase","10/10/2020 7:26:40 PM"
"3095","Insurance Activated","6/7/2024 3:26:40 AM"
"3096","Fine Issued","2/27/2023 3:26:40 AM"
"3097","Payment Attempted","5/16/2019 8:26:40 AM"
"3098","Accident Logged","3/28/2020 2:26:40 AM"
"3099","Investigation Opened","4/25/2021 11:26:40 AM"
"3100","Court Hearing","3/23/2025 6:26:40 AM"
"3101","Resolution Closed","2/1/2017 10:26:40 AM"
"3102","Citizen Birth","3/14/2023 7:26:40 PM"
"3103","NIDA Issued","12/16/2020 12:26:40 AM"
"3104","License Issued","7/10/2026 7:26:40 AM"
"3105","Vehicle Purchase","10/21/2017 12:26:40 AM"
"3106","Insurance Activated","5/26/2020 5:26:40 PM"
"3107","Fine Issued","4/18/2021 3:26:40 PM"
"3108","Payment Attempted","4/24/2024 9:26:40 PM"
"3109","Accident Logged","12/25/2019 5:26:40 PM"
"3110","Investigation Opened","6/24/2022 5:26:40 AM"
"3111","Court Hearing","9/17/2024 8:26:40 PM"
"3112","Resolution Closed","6/29/2022 2:26:40 PM"
"3113","Citizen Birth","7/16/2019 8:26:40 PM"
"3114","NIDA Issued","5/7/2024 12:26:40 PM"
"3115","License Issued","10/25/2022 11:26:40 AM"
"3116","Vehicle Purchase","1/30/2021 8:26:40 PM"
"3117","Insurance Activated","12/22/2021 12:26:40 PM"
"3118","Fine Issued","1/20/2017 11:26:40 PM"
"3119","Payment Attempted","2/19/2020 12:26:40 PM"
"3120","Accident Logged","9/13/2018 6:26:40 AM"
"3121","Investigation Opened","12/5/2023 9:26:40 PM"
"3122","Court Hearing","10/28/2019 12:26:40 PM"
"3123","Resolution Closed","5/17/2020 4:26:40 PM"
"3124","Citizen Birth","8/19/2019 9:26:40 AM"
"3125","NIDA Issued","7/20/2018 5:26:40 AM"
"3126","License Issued","7/5/2020 11:26:40 AM"
"3127","Vehicle Purchase","7/4/2021 9:26:40 AM"
"3128","Insurance Activated","4/1/2017 11:26:40 PM"
"3129","Fine Issued","2/14/2021 7:26:40 PM"
"3130","Payment Attempted","12/9/2017 7:26:40 AM"
"3131","Accident Logged","3/29/2025 5:26:40 AM"
"3132","Investigation Opened","6/6/2019 9:26:40 AM"
"3133","Court Hearing","8/6/2018 6:26:40 AM"
"3134","Resolution Closed","7/21/2024 5:26:40 PM"
"3135","Citizen Birth","9/27/2018 1:26:40 PM"
"3136","NIDA Issued","3/29/2018 1:26:40 PM"
"3137","License Issued","1/17/2018 1:26:40 AM"
"3138","Vehicle Purchase","10/7/2017 4:26:40 PM"
"3139","Insurance Activated","12/3/2017 8:26:40 PM"
"3140","Fine Issued","11/10/2024 8:26:40 AM"
"3141","Payment Attempted","5/19/2018 3:26:40 AM"
"3142","Accident Logged","10/28/2025 3:26:40 AM"
"3143","Investigation Opened","8/2/2023 5:26:40 PM"
"3144","Court Hearing","4/13/2026 9:26:40 PM"
"3145","Resolution Closed","2/18/2017 8:26:40 PM"
"3146","Citizen Birth","12/15/2017 6:26:40 AM"
"3147","NIDA Issued","8/31/2016 3:26:40 PM"
"3148","License Issued","11/9/2016 5:26:40 AM"
"3149","Vehicle Purchase","9/20/2018 4:26:40 PM"
"3150","Insurance Activated","10/12/2025 8:26:40 PM"
"3151","Fine Issued","9/8/2021 8:26:40 AM"
"3152","Payment Attempted","6/15/2024 9:26:40 AM"
"3153","Accident Logged","3/28/2023 1:26:40 PM"
"3154","Investigation Opened","2/24/2026 4:26:40 AM"
"3155","Court Hearing","5/19/2025 3:26:40 AM"
"3156","Resolution Closed","1/16/2021 8:26:40 AM"
"3157","Citizen Birth","9/20/2022 12:26:40 PM"
"3158","NIDA Issued","3/10/2024 11:26:40 AM"
"3159","License Issued","12/9/2025 9:26:40 PM"
"3160","Vehicle Purchase","9/26/2019 5:26:40 AM"
"3161","Insurance Activated","12/6/2025 3:26:40 PM"
"3162","Fine Issued","5/29/2019 3:26:40 AM"
"3163","Payment Attempted","11/27/2016 3:26:40 PM"
"3164","Accident Logged","5/4/2018 6:26:40 AM"
"3165","Investigation Opened","2/23/2023 3:26:40 PM"
"3166","Court Hearing","6/21/2017 5:26:40 AM"
"3167","Resolution Closed","12/13/2021 5:26:40 PM"
"3168","Citizen Birth","3/24/2021 2:26:40 PM"
"3169","NIDA Issued","4/24/2026 6:26:40 AM"
"3170","License Issued","9/19/2017 8:26:40 PM"
"3171","Vehicle Purchase","5/10/2020 1:26:40 PM"
"3172","Insurance Activated","1/23/2023 4:26:40 PM"
"3173","Fine Issued","9/1/2016 12:26:40 PM"
"3174","Payment Attempted","6/16/2019 5:26:40 AM"
"3175","Accident Logged","7/23/2021 7:26:40 AM"
"3176","Investigation Opened","11/1/2025 2:26:40 AM"
"3177","Court Hearing","5/20/2026 10:26:40 AM"
"3178","Resolution Closed","11/1/2021 2:26:40 PM"
"3179","Citizen Birth","4/22/2023 9:26:40 AM"
"3180","NIDA Issued","5/26/2026 6:26:40 PM"
"3181","License Issued","10/18/2016 10:26:40 AM"
"3182","Vehicle Purchase","12/23/2017 12:26:40 AM"
"3183","Insurance Activated","3/18/2023 11:26:40 PM"
"3184","Fine Issued","1/20/2021 3:26:40 PM"
"3185","Payment Attempted","5/30/2023 10:26:40 PM"
"3186","Accident Logged","10/10/2017 9:26:40 AM"
"3187","Investigation Opened","5/18/2020 4:26:40 AM"
"3188","Court Hearing","5/6/2021 3:26:40 AM"
"3189","Resolution Closed","8/31/2022 8:26:40 AM"
"3190","Citizen Birth","12/23/2023 6:26:40 AM"
"3191","NIDA Issued","3/24/2026 4:26:40 PM"
"3192","License Issued","5/10/2020 2:26:40 AM"
"3193","Vehicle Purchase","10/7/2019 6:26:40 PM"
"3194","Insurance Activated","1/10/2025 8:26:40 PM"
"3195","Fine Issued","11/13/2024 2:26:40 PM"
"3196","Payment Attempted","12/21/2021 7:26:40 AM"
"3197","Accident Logged","9/23/2025 1:26:40 AM"
"3198","Investigation Opened","4/12/2021 4:26:40 PM"
"3199","Court Hearing","10/22/2016 9:26:40 AM"
"3200","Resolution Closed","11/9/2022 6:26:40 PM"
"3201","Citizen Birth","7/4/2023 9:26:40 AM"
"3202","NIDA Issued","3/27/2018 7:26:40 AM"
"3203","License Issued","8/11/2024 6:26:40 AM"
"3204","Vehicle Purchase","11/15/2019 12:26:40 PM"
"3205","Insurance Activated","5/12/2022 3:26:40 AM"
"3206","Fine Issued","11/29/2022 1:26:40 AM"
"3207","Payment Attempted","6/16/2019 11:26:40 AM"
"3208","Accident Logged","12/11/2020 1:26:40 AM"
"3209","Investigation Opened","7/2/2023 6:26:40 PM"
"3210","Court Hearing","8/19/2019 3:26:40 PM"
"3211","Resolution Closed","3/18/2024 8:26:40 AM"
"3212","Citizen Birth","10/4/2020 8:26:40 PM"
"3213","NIDA Issued","7/23/2016 1:26:40 PM"
"3214","License Issued","9/12/2017 1:26:40 AM"
"3215","Vehicle Purchase","12/29/2019 1:26:40 PM"
"3216","Insurance Activated","12/18/2023 11:26:40 PM"
"3217","Fine Issued","2/3/2020 5:26:40 PM"
"3218","Payment Attempted","6/15/2018 7:26:40 AM"
"3219","Accident Logged","1/30/2018 7:26:40 PM"
"3220","Investigation Opened","10/7/2025 7:26:40 PM"
"3221","Court Hearing","12/20/2016 1:26:40 AM"
"3222","Resolution Closed","7/4/2025 10:26:40 AM"
"3223","Citizen Birth","5/13/2022 5:26:40 AM"
"3224","NIDA Issued","1/17/2023 4:26:40 AM"
"3225","License Issued","3/22/2019 3:26:40 AM"
"3226","Vehicle Purchase","8/13/2022 11:26:40 PM"
"3227","Insurance Activated","8/27/2023 5:26:40 PM"
"3228","Fine Issued","11/1/2022 2:26:40 AM"
"3229","Payment Attempted","9/5/2022 1:26:40 AM"
"3230","Accident Logged","2/1/2026 12:26:40 AM"
"3231","Investigation Opened","5/1/2024 12:26:40 AM"
"3232","Court Hearing","9/25/2024 6:26:40 PM"
"3233","Resolution Closed","9/19/2016 10:26:40 AM"
"3234","Citizen Birth","11/21/2019 7:26:40 AM"
"3235","NIDA Issued","8/10/2025 9:26:40 PM"
"3236","License Issued","1/8/2022 3:26:40 PM"
"3237","Vehicle Purchase","6/9/2021 6:26:40 AM"
"3238","Insurance Activated","1/11/2019 11:26:40 AM"
"3239","Fine Issued","4/19/2017 5:26:40 PM"
"3240","Payment Attempted","5/22/2025 12:26:40 PM"
"3241","Accident Logged","11/4/2021 4:26:40 PM"
"3242","Investigation Opened","8/13/2020 10:26:40 PM"
"3243","Court Hearing","3/23/2022 12:26:40 PM"
"3244","Resolution Closed","5/2/2025 9:26:40 AM"
"3245","Citizen Birth","9/19/2023 8:26:40 PM"
"3246","NIDA Issued","9/25/2019 7:26:40 PM"
"3247","License Issued","3/28/2021 4:26:40 PM"
"3248","Vehicle Purchase","1/8/2023 6:26:40 PM"
"3249","Insurance Activated","3/4/2025 8:26:40 PM"
"3250","Fine Issued","2/4/2017 9:26:40 PM"
"3251","Payment Attempted","9/23/2021 1:26:40 AM"
"3252","Accident Logged","9/2/2025 3:26:40 AM"
"3253","Investigation Opened","10/9/2018 5:26:40 PM"
"3254","Court Hearing","10/13/2017 4:26:40 AM"
"3255","Resolution Closed","6/16/2017 10:26:40 PM"
"3256","Citizen Birth","1/9/2023 3:26:40 PM"
"3257","NIDA Issued","9/11/2024 4:26:40 AM"
"3258","License Issued","6/30/2017 8:26:40 PM"
"3259","Vehicle Purchase","1/15/2019 2:26:40 PM"
"3260","Insurance Activated","11/27/2024 6:26:40 AM"
"3261","Fine Issued","3/12/2018 4:26:40 PM"
"3262","Payment Attempted","10/21/2018 7:26:40 PM"
"3263","Accident Logged","6/2/2018 11:26:40 AM"
"3264","Investigation Opened","7/19/2024 1:26:40 PM"
"3265","Court Hearing","11/16/2018 5:26:40 AM"
"3266","Resolution Closed","9/26/2018 11:26:40 PM"
"3267","Citizen Birth","6/23/2019 5:26:40 PM"
"3268","NIDA Issued","11/2/2022 4:26:40 AM"
"3269","License Issued","5/10/2020 12:26:40 AM"
"3270","Vehicle Purchase","1/18/2020 2:26:40 PM"
"3271","Insurance Activated","8/3/2016 10:26:40 AM"
"3272","Fine Issued","10/6/2025 1:26:40 PM"
"3273","Payment Attempted","9/19/2024 10:26:40 AM"
"3274","Accident Logged","11/29/2022 12:26:40 AM"
"3275","Investigation Opened","7/23/2018 12:26:40 PM"
"3276","Court Hearing","11/21/2017 11:26:40 PM"
"3277","Resolution Closed","1/31/2023 1:26:40 PM"
"3278","Citizen Birth","4/3/2020 1:26:40 PM"
"3279","NIDA Issued","5/3/2021 8:26:40 PM"
"3280","License Issued","4/8/2022 12:26:40 PM"
"3281","Vehicle Purchase","11/21/2021 7:26:40 AM"
"3282","Insurance Activated","7/4/2022 2:26:40 PM"
"3283","Fine Issued","10/20/2019 10:26:40 AM"
"3284","Payment Attempted","4/2/2026 8:26:40 PM"
"3285","Accident Logged","4/23/2018 3:26:40 PM"
"3286","Investigation Opened","7/28/2017 11:26:40 PM"
"3287","Court Hearing","6/26/2025 11:26:40 PM"
"3288","Resolution Closed","5/17/2025 11:26:40 AM"
"3289","Citizen Birth","7/5/2020 10:26:40 AM"
"3290","NIDA Issued","10/5/2022 12:26:40 PM"
"3291","License Issued","2/15/2021 12:26:40 PM"
"3292","Vehicle Purchase","6/11/2026 10:26:40 AM"
"3293","Insurance Activated","10/29/2023 11:26:40 PM"
"3294","Fine Issued","10/31/2025 12:26:40 PM"
"3295","Payment Attempted","4/20/2026 7:26:40 PM"
"3296","Accident Logged","12/27/2019 6:26:40 AM"
"3297","Investigation Opened","4/13/2017 2:26:40 PM"
"3298","Court Hearing","7/5/2023 10:26:40 AM"
"3299","Resolution Closed","1/26/2021 1:26:40 AM"
"3300","Citizen Birth","12/30/2024 3:26:40 AM"
"3301","NIDA Issued","5/15/2017 1:26:40 PM"
"3302","License Issued","5/30/2021 7:26:40 AM"
"3303","Vehicle Purchase","2/23/2017 9:26:40 PM"
"3304","Insurance Activated","10/7/2023 10:26:40 AM"
"3305","Fine Issued","5/14/2019 3:26:40 PM"
"3306","Payment Attempted","7/21/2024 7:26:40 PM"
"3307","Accident Logged","1/15/2025 7:26:40 PM"
"3308","Investigation Opened","3/23/2023 6:26:40 PM"
"3309","Court Hearing","12/9/2025 9:26:40 PM"
"3310","Resolution Closed","7/12/2021 2:26:40 AM"
"3311","Citizen Birth","11/21/2017 5:26:40 AM"
"3312","NIDA Issued","6/13/2021 2:26:40 AM"
"3313","License Issued","10/19/2025 1:26:40 PM"
"3314","Vehicle Purchase","10/30/2021 1:26:40 AM"
"3315","Insurance Activated","8/12/2025 4:26:40 AM"
"3316","Fine Issued","3/2/2023 1:26:40 AM"
"3317","Payment Attempted","8/17/2018 5:26:40 AM"
"3318","Accident Logged","1/17/2017 3:26:40 PM"
"3319","Investigation Opened","1/17/2023 10:26:40 AM"
"3320","Court Hearing","8/18/2016 1:26:40 PM"
"3321","Resolution Closed","4/30/2025 6:26:40 AM"
"3322","Citizen Birth","12/23/2024 2:26:40 AM"
"3323","NIDA Issued","10/30/2022 7:26:40 AM"
"3324","License Issued","2/14/2017 12:26:40 AM"
"3325","Vehicle Purchase","2/1/2022 4:26:40 PM"
"3326","Insurance Activated","11/15/2017 7:26:40 AM"
"3327","Fine Issued","7/3/2018 11:26:40 AM"
"3328","Payment Attempted","9/24/2022 2:26:40 PM"
"3329","Accident Logged","4/30/2023 2:26:40 AM"
"3330","Investigation Opened","8/2/2016 5:26:40 AM"
"3331","Court Hearing","7/28/2016 10:26:40 AM"
"3332","Resolution Closed","12/19/2017 8:26:40 PM"
"3333","Citizen Birth","6/22/2022 11:26:40 AM"
"3334","NIDA Issued","9/18/2018 8:26:40 AM"
"3335","License Issued","6/5/2020 6:26:40 PM"
"3336","Vehicle Purchase","1/2/2024 6:26:40 AM"
"3337","Insurance Activated","9/21/2021 4:26:40 PM"
"3338","Fine Issued","12/27/2024 3:26:40 PM"
"3339","Payment Attempted","7/20/2016 3:26:40 AM"
"3340","Accident Logged","9/16/2017 9:26:40 AM"
"3341","Investigation Opened","11/27/2017 6:26:40 AM"
"3342","Court Hearing","9/14/2017 11:26:40 PM"
"3343","Resolution Closed","4/26/2023 2:26:40 AM"
"3344","Citizen Birth","8/5/2021 11:26:40 AM"
"3345","NIDA Issued","1/13/2019 4:26:40 AM"
"3346","License Issued","8/23/2022 6:26:40 AM"
"3347","Vehicle Purchase","2/7/2017 12:26:40 PM"
"3348","Insurance Activated","6/25/2018 4:26:40 AM"
"3349","Fine Issued","11/28/2023 5:26:40 PM"
"3350","Payment Attempted","10/22/2017 9:26:40 PM"
"3351","Accident Logged","7/22/2023 10:26:40 AM"
"3352","Investigation Opened","12/29/2018 1:26:40 PM"
"3353","Court Hearing","1/27/2022 3:26:40 PM"
"3354","Resolution Closed","8/11/2020 6:26:40 AM"
"3355","Citizen Birth","4/21/2019 5:26:40 PM"
"3356","NIDA Issued","11/30/2018 6:26:40 AM"
"3357","License Issued","10/12/2022 8:26:40 AM"
"3358","Vehicle Purchase","11/1/2023 11:26:40 AM"
"3359","Insurance Activated","11/19/2025 9:26:40 PM"
"3360","Fine Issued","6/25/2024 5:26:40 AM"
"3361","Payment Attempted","6/25/2022 12:26:40 PM"
"3362","Accident Logged","11/13/2023 10:26:40 PM"
"3363","Investigation Opened","3/25/2024 5:26:40 AM"
